#,선수명,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,생년월일,나이,투수,타격,키,몸무게,포지션,등번호,is_pit
190.000,김찬형,SSG 랜더스,14.000,19.000,17.000,3.000,0.000,2.000,0.000,1.000,3.000,0.000,0.214,0.176,0.263,0.176,0.439,0.227,-0.11,1997-12-29,27,우투,우타,182,80,내야수,00,0
191.000,최인호,한화 이글스,3.000,7.000,6.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.2,0.167,0.167,0.167,0.334,0.153,-0.11,2000-01-30,24,우투,좌타,178,82,외야수,107,0
192.000,김범석,LG 트윈스,2.000,6.000,4.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.0,0.0,0.167,0.0,0.167,0.128,-0.11,2004-05-21,20,우투,우타,178,95,포수,44,0
193.000,김호재,삼성 라이온즈,47.000,71.000,67.000,16.000,0.000,5.000,6.000,3.000,9.000,2.000,0.276,0.239,0.271,0.313,0.584,0.27,-0.12,1995-05-31,29,우투,우타,178,72,내야수,8,0
194.000,고명준,SSG 랜더스,2.000,4.000,4.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,2002-07-08,22,우투,우타,185,94,내야수,68,0
195.000,김수윤,NC 다이노스,11.000,11.000,11.000,2.000,0.000,0.000,2.000,0.000,4.000,0.000,0.286,0.182,0.182,0.182,0.364,0.166,-0.13,1998-07-16,26,우투,우타,180,83,내야수,5,0
196.000,김기연,LG 트윈스,21.000,31.000,25.000,3.000,0.000,1.000,2.000,5.000,5.000,1.000,0.15,0.12,0.267,0.12,0.387,0.22,-0.13,1997-09-07,27,우투,우타,178,95,포수,40,0
197.000,이승원,키움 히어로즈,4.000,5.000,5.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,2004-07-02,20,우투,우타,185,75,내야수,8,0
198.000,이재원,LG 트윈스,46.000,107.000,92.000,20.000,3.000,12.000,17.000,10.000,32.000,3.000,0.283,0.217,0.299,0.359,0.658,0.293,-0.14,1999-07-17,25,우투,우타,192,100,외야수,24,0
199.000,박석민,NC 다이노스,30.000,107.000,88.000,17.000,1.000,9.000,8.000,14.000,22.000,0.000,0.242,0.193,0.321,0.239,0.56,0.285,-0.14,1985-06-22,39,우투,우타,178,88,3루수,18,0
200.000,김규성,KIA 타이거즈,69.000,106.000,96.000,21.000,1.000,18.000,8.000,7.000,32.000,4.000,0.317,0.219,0.279,0.302,0.581,0.274,-0.15,1997-03-08,27,우투,좌타,183,73,내야수,14,0
201.000,강현우,KT 위즈,36.000,77.000,74.000,16.000,1.000,9.000,8.000,3.000,15.000,0.000,0.259,0.216,0.247,0.324,0.571,0.259,-0.15,2001-04-13,23,우투,우타,180,90,포수,66,0
202.000,공민규,삼성 라이온즈,22.000,33.000,31.000,6.000,0.000,0.000,2.000,2.000,13.000,0.000,0.333,0.194,0.242,0.29,0.532,0.252,-0.15,1999-09-27,25,우투,좌타,183,85,내야수,62,0
203.000,오태양,NC 다이노스,21.000,3.000,3.000,0.000,0.000,4.000,0.000,0.000,3.000,3.000,-,0.0,0.0,0.0,0.0,0.0,-0.15,2002-04-25,22,우투,우타,178,67,내야수,96,0
204.000,이병규,키움 히어로즈,7.000,17.000,17.000,4.000,0.000,3.000,2.000,0.000,4.000,0.000,0.308,0.235,0.235,0.235,0.47,0.215,-0.16,1994-10-05,30,우투,좌타,175,73,외야수,9,0
205.000,고승민,롯데 자이언츠,82.000,287.000,239.000,53.000,2.000,34.000,22.000,38.000,60.000,8.000,0.283,0.222,0.327,0.314,0.641,0.305,-0.16,2000-08-11,24,우투,좌타,187,88,내야수,57,0
206.000,지시완,롯데 자이언츠,6.000,10.000,8.000,1.000,0.000,0.000,0.000,0.000,5.000,0.000,0.333,0.125,0.125,0.125,0.25,0.114,-0.16,1994-04-10,30,우투,우타,180,92,포수,28,0
207.000,김태근,두산 베어스,16.000,25.000,23.000,6.000,0.000,3.000,2.000,0.000,11.000,0.000,0.5,0.261,0.261,0.348,0.609,0.273,-0.17,1996-08-10,28,우투,우타,175,74,외야수,44,0
208.000,정주현,LG 트윈스,58.000,61.000,51.000,13.000,1.000,10.000,11.000,6.000,10.000,1.000,0.293,0.255,0.328,0.314,0.642,0.303,-0.17,1990-10-13,34,우투,우타,176,76,내야수,10,0
209.000,전민재,두산 베어스,19.000,18.000,17.000,4.000,0.000,3.000,1.000,0.000,3.000,0.000,0.286,0.235,0.235,0.353,0.588,0.262,-0.17,1999-06-30,25,우투,우타,181,73,내야수,4,0
210.000,서건창,LG 트윈스,31.000,103.000,87.000,18.000,0.000,14.000,12.000,10.000,11.000,3.000,0.228,0.207,0.28,0.31,0.59,0.28,-0.17,1989-08-22,35,우투,좌타,176,80,내야수,14,0
211.000,전병우,키움 히어로즈,25.000,60.000,51.000,9.000,1.000,5.000,6.000,7.000,22.000,0.000,0.286,0.176,0.288,0.294,0.582,0.282,-0.18,1992-10-24,32,우투,우타,182,90,내야수,62,0
212.000,신성현,두산 베어스,12.000,15.000,12.000,1.000,0.000,1.000,1.000,3.000,4.000,0.000,0.125,0.083,0.267,0.083,0.35,0.215,-0.18,1990-10-19,34,우투,우타,183,85,내야수,12,0
213.000,김병희,KT 위즈,5.000,9.000,8.000,0.000,0.000,0.000,0.000,1.000,4.000,0.000,0.0,0.0,0.111,0.0,0.111,0.086,-0.18,1990-12-06,34,우투,우타,180,82,2루수,14,0
214.000,이학주,롯데 자이언츠,71.000,71.000,65.000,13.000,1.000,14.000,7.000,6.000,15.000,0.000,0.245,0.2,0.268,0.262,0.53,0.253,-0.19,1990-11-04,34,우투,좌타,187,87,내야수,6,0
215.000,최정용,KIA 타이거즈,24.000,29.000,25.000,4.000,0.000,5.000,1.000,2.000,7.000,2.000,0.222,0.16,0.222,0.2,0.422,0.207,-0.19,1996-10-24,28,우투,좌타,179,86,내야수,41,0
216.000,김건,한화 이글스,5.000,12.000,12.000,2.000,0.000,1.000,0.000,0.000,8.000,0.000,0.5,0.167,0.167,0.167,0.334,0.153,-0.2,2000-02-23,24,우투,우타,183,82,내야수,97,0
217.000,박준태,키움 히어로즈,14.000,15.000,14.000,2.000,0.000,0.000,1.000,1.000,7.000,0.000,0.286,0.143,0.2,0.143,0.343,0.173,-0.2,1991-07-26,33,우투,좌타,181,75,외야수,23,0
218.000,최상민,SSG 랜더스,35.000,38.000,33.000,8.000,0.000,4.000,3.000,2.000,6.000,1.000,0.286,0.242,0.278,0.242,0.52,0.246,-0.21,1999-08-20,25,좌투,좌타,178,75,외야수,8,0
219.000,이병헌,삼성 라이온즈,15.000,21.000,20.000,3.000,0.000,1.000,1.000,1.000,9.000,0.000,0.273,0.15,0.19,0.15,0.34,0.167,-0.21,1999-10-26,25,우투,우타,180,87,포수,23,0
220.000,김재상,삼성 라이온즈,15.000,19.000,17.000,2.000,0.000,0.000,0.000,2.000,4.000,0.000,0.154,0.118,0.211,0.118,0.329,0.177,-0.21,2004-07-26,20,우투,좌타,180,81,내야수,0,0
221.000,김인태,두산 베어스,20.000,61.000,54.000,12.000,0.000,3.000,5.000,6.000,15.000,1.000,0.308,0.222,0.3,0.259,0.559,0.273,-0.22,1994-07-03,30,좌투,좌타,178,78,외야수,39,0
222.000,김상민,삼성 라이온즈,7.000,13.000,12.000,1.000,0.000,3.000,0.000,1.000,3.000,0.000,0.111,0.083,0.154,0.083,0.237,0.13,-0.22,2003-12-05,21,우투,좌타,183,83,외야수,25,0
223.000,강진성,두산 베어스,3.000,3.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.333,0.333,0.666,0.305,-0.23,1993-10-19,31,우투,우타,180,81,외야수,49,0
224.000,김한별,NC 다이노스,49.000,53.000,51.000,12.000,0.000,3.000,3.000,1.000,12.000,0.000,0.308,0.235,0.25,0.275,0.525,0.243,-0.23,2001-01-18,23,우투,우타,177,85,내야수,68,0
225.000,장승현,두산 베어스,63.000,139.000,122.000,22.000,3.000,11.000,9.000,6.000,29.000,1.000,0.211,0.18,0.259,0.262,0.521,0.25,-0.23,1994-03-07,30,우투,우타,184,86,포수,2,0
226.000,신범수,KIA 타이거즈,36.000,100.000,88.000,15.000,2.000,7.000,10.000,7.000,19.000,0.000,0.191,0.17,0.245,0.273,0.518,0.244,-0.23,1998-01-25,26,우투,좌타,177,0,포수,62,0
227.000,송찬의,LG 트윈스,19.000,22.000,18.000,1.000,0.000,2.000,1.000,4.000,6.000,1.000,0.083,0.056,0.227,0.111,0.338,0.2,-0.23,1999-02-20,25,우투,우타,182,77,내야수,66,0
228.000,이성곤,한화 이글스,8.000,16.000,14.000,2.000,0.000,2.000,0.000,1.000,3.000,0.000,0.182,0.143,0.2,0.143,0.343,0.173,-0.24,1992-03-25,32,우투,좌타,186,93,내야수,6,0
229.000,최정원,NC 다이노스,16.000,18.000,16.000,1.000,0.000,4.000,1.000,0.000,7.000,1.000,0.111,0.063,0.167,0.125,0.292,0.161,-0.25,2000-06-24,24,우투,좌타,176,70,내야수,64,0
230.000,조형우,SSG 랜더스,46.000,92.000,83.000,15.000,1.000,7.000,5.000,5.000,18.000,0.000,0.219,0.181,0.236,0.277,0.513,0.241,-0.26,2002-04-04,22,우투,우타,187,95,포수,32,0
231.000,신준우,키움 히어로즈,24.000,19.000,18.000,2.000,0.000,4.000,0.000,0.000,5.000,0.000,0.154,0.111,0.158,0.111,0.269,0.138,-0.26,2001-06-21,23,우투,우타,176,83,내야수,5,0
232.000,안재석,두산 베어스,27.000,68.000,64.000,12.000,1.000,8.000,5.000,3.000,12.000,2.000,0.212,0.188,0.221,0.297,0.518,0.236,-0.27,2002-02-15,22,우투,좌타,185,75,내야수,3,0
233.000,김수환,키움 히어로즈,38.000,73.000,60.000,9.000,1.000,3.000,10.000,8.000,23.000,0.000,0.222,0.15,0.292,0.25,0.542,0.275,-0.28,1998-03-20,26,우투,우타,180,100,내야수,46,0
234.000,김민혁,두산 베어스,20.000,35.000,28.000,4.000,0.000,2.000,3.000,4.000,9.000,0.000,0.19,0.143,0.257,0.179,0.436,0.227,-0.28,1996-05-03,28,우투,우타,188,100,내야수,92,0
235.000,류승민,삼성 라이온즈,23.000,56.000,51.000,11.000,0.000,5.000,5.000,2.000,19.000,0.000,0.344,0.216,0.259,0.275,0.534,0.252,-0.3,2004-10-11,20,좌투,좌타,185,90,외야수,46,0
236.000,조용호,KT 위즈,36.000,105.000,97.000,24.000,0.000,10.000,4.000,8.000,20.000,2.000,0.312,0.247,0.305,0.258,0.563,0.272,-0.31,1989-09-09,35,우투,좌타,170,75,외야수,23,0
237.000,최경모,SSG 랜더스,21.000,19.000,19.000,2.000,0.000,5.000,1.000,0.000,5.000,2.000,0.143,0.105,0.105,0.105,0.21,0.096,-0.31,1996-06-17,28,우투,우타,0,0,내야수,00,0
238.000,김석환,KIA 타이거즈,4.000,16.000,14.000,1.000,0.000,1.000,2.000,1.000,7.000,0.000,0.143,0.071,0.133,0.071,0.204,0.112,-0.31,1999-02-28,25,좌투,좌타,187,97,내야수,10,0
239.000,한석현,NC 다이노스,25.000,61.000,55.000,12.000,0.000,5.000,2.000,4.000,17.000,2.000,0.316,0.218,0.271,0.236,0.507,0.245,-0.32,1994-05-17,30,좌투,좌타,181,73,외야수,46,0
240.000,오태곤,SSG 랜더스,88.000,201.000,177.000,38.000,4.000,20.000,19.000,13.000,49.000,14.000,0.268,0.215,0.276,0.328,0.604,0.278,-0.32,1991-11-18,33,우투,우타,184,80,내야수,00,0
241.000,조수행,두산 베어스,87.000,133.000,115.000,22.000,1.000,23.000,7.000,14.000,29.000,16.000,0.247,0.191,0.29,0.243,0.533,0.266,-0.32,1993-08-30,31,우투,좌타,178,73,외야수,51,0
242.000,송승환,두산 베어스,30.000,76.000,70.000,16.000,0.000,10.000,4.000,4.000,16.000,0.000,0.296,0.229,0.27,0.3,0.57,0.268,-0.33,2000-10-28,24,우투,우타,183,93,내야수,3,0
243.000,전의산,SSG 랜더스,41.000,118.000,104.000,21.000,3.000,8.000,16.000,11.000,31.000,0.000,0.257,0.202,0.297,0.327,0.624,0.294,-0.33,2000-11-25,24,우투,좌타,188,98,내야수,56,0
244.000,이정범,SSG 랜더스,11.000,30.000,26.000,5.000,0.000,2.000,4.000,2.000,6.000,0.000,0.227,0.192,0.233,0.192,0.425,0.204,-0.33,1998-04-10,26,좌투,좌타,178,88,외야수,58,0
245.000,류현인,KT 위즈,17.000,24.000,23.000,3.000,0.000,6.000,3.000,1.000,4.000,0.000,0.158,0.13,0.167,0.13,0.297,0.147,-0.33,2000-11-08,24,우투,좌타,174,80,내야수,36,0
246.000,김주형,키움 히어로즈,37.000,70.000,59.000,9.000,0.000,4.000,4.000,8.000,23.000,0.000,0.25,0.153,0.254,0.186,0.44,0.227,-0.34,1996-03-05,28,우투,우타,176,80,내야수,6,0
247.000,김대한,두산 베어스,27.000,87.000,79.000,16.000,1.000,10.000,7.000,7.000,21.000,1.000,0.263,0.203,0.276,0.304,0.58,0.275,-0.36,2000-12-06,24,우투,우타,185,83,외야수,38,0
248.000,오영수,NC 다이노스,36.000,127.000,105.000,20.000,3.000,12.000,14.000,12.000,33.000,2.000,0.236,0.19,0.285,0.333,0.618,0.289,-0.36,2000-01-30,24,우투,좌타,178,93,내야수,4,0
249.000,김호령,KIA 타이거즈,56.000,71.000,65.000,12.000,0.000,8.000,5.000,2.000,25.000,1.000,0.3,0.185,0.221,0.277,0.498,0.231,-0.37,1992-04-30,32,우투,우타,178,80,외야수,53,0
250.000,이시원,KT 위즈,18.000,29.000,26.000,4.000,0.000,2.000,1.000,2.000,6.000,0.000,0.2,0.154,0.214,0.154,0.368,0.186,-0.38,1996-07-24,28,우투,좌타,0,0,외야수,34,0
251.000,이용규,키움 히어로즈,49.000,175.000,152.000,35.000,0.000,19.000,11.000,18.000,22.000,2.000,0.265,0.23,0.312,0.27,0.582,0.286,-0.39,1985-08-26,39,좌투,좌타,175,70,외야수,19,0
252.000,한승택,KIA 타이거즈,40.000,96.000,78.000,11.000,0.000,5.000,3.000,10.000,32.000,0.000,0.239,0.141,0.256,0.167,0.423,0.224,-0.39,1994-06-21,30,우투,우타,174,83,포수,26,0
253.000,장진혁,한화 이글스,44.000,124.000,112.000,25.000,0.000,15.000,9.000,11.000,28.000,4.000,0.294,0.223,0.29,0.268,0.558,0.27,-0.4,1993-09-30,31,우투,좌타,184,83,외야수,51,0
254.000,김영웅,삼성 라이온즈,36.000,71.000,64.000,11.000,1.000,7.000,7.000,4.000,16.000,1.000,0.213,0.172,0.221,0.266,0.487,0.226,-0.4,2003-08-24,21,우투,좌타,183,81,내야수,30,0
255.000,하주석,한화 이글스,25.000,38.000,35.000,4.000,0.000,4.000,2.000,2.000,10.000,0.000,0.16,0.114,0.184,0.143,0.327,0.168,-0.41,1994-02-25,30,우투,좌타,184,84,유격수,16,0
256.000,박상언,한화 이글스,57.000,123.000,108.000,20.000,1.000,11.000,8.000,9.000,29.000,1.000,0.238,0.185,0.25,0.25,0.5,0.24,-0.44,1997-03-03,27,우투,우타,185,75,포수,107,0
257.000,김태훈(타),삼성 라이온즈,9.000,21.000,20.000,2.000,0.000,0.000,1.000,0.000,8.000,0.000,0.167,0.1,0.1,0.15,0.25,0.111,-0.44,1996-03-31,28,우투,좌타,177,78,외야수,24,0
258.000,윌리엄스,한화 이글스,34.000,143.000,138.000,32.000,4.000,16.000,18.000,1.000,34.000,0.000,0.277,0.232,0.252,0.37,0.622,0.275,-0.48,1993-09-08,31,좌투,좌타,190,97,외야수,3,0
259.000,김웅빈,키움 히어로즈,29.000,74.000,64.000,12.000,0.000,2.000,9.000,6.000,20.000,0.000,0.261,0.188,0.27,0.234,0.504,0.248,-0.48,1996-02-09,28,우투,좌타,181,84,내야수,40,0
260.000,김태진,키움 히어로즈,57.000,167.000,156.000,40.000,0.000,11.000,13.000,5.000,22.000,0.000,0.294,0.256,0.28,0.288,0.568,0.264,-0.49,1995-10-07,29,우투,좌타,173,68,내야수,6,0
261.000,박주홍,키움 히어로즈,24.000,50.000,44.000,6.000,0.000,5.000,1.000,5.000,23.000,1.000,0.273,0.136,0.22,0.182,0.402,0.205,-0.49,2001-04-16,23,좌투,좌타,188,92,외야수,57,0
262.000,유로결,한화 이글스,24.000,46.000,42.000,7.000,0.000,4.000,4.000,1.000,8.000,1.000,0.2,0.167,0.2,0.19,0.39,0.186,-0.51,2000-05-30,24,우투,우타,186,86,외야수,66,0
263.000,주성원,키움 히어로즈,20.000,53.000,51.000,10.000,0.000,3.000,1.000,1.000,12.000,0.000,0.25,0.196,0.208,0.235,0.443,0.204,-0.53,2000-08-30,24,우투,우타,180,95,외야수,25,0
264.000,신윤후,롯데 자이언츠,28.000,27.000,25.000,1.000,0.000,2.000,1.000,0.000,8.000,1.000,0.059,0.04,0.111,0.04,0.151,0.093,-0.53,1996-01-05,28,우투,우타,178,78,내야수,68,0
265.000,김준완,키움 히어로즈,76.000,225.000,189.000,42.000,0.000,25.000,14.000,26.000,57.000,0.000,0.311,0.222,0.315,0.259,0.574,0.283,-0.54,1991-01-20,33,우투,좌타,174,73,외야수,14,0
266.000,김인환,한화 이글스,90.000,310.000,280.000,64.000,7.000,31.000,40.000,25.000,82.000,1.000,0.294,0.229,0.294,0.361,0.655,0.298,-0.57,1994-01-28,30,우투,좌타,186,88,내야수,69,0
267.000,주효상,KIA 타이거즈,19.000,36.000,32.000,2.000,0.000,2.000,1.000,2.000,10.000,0.000,0.091,0.063,0.118,0.063,0.181,0.099,-0.58,1997-11-11,27,우투,좌타,182,85,포수,22,0
268.000,황대인,KIA 타이거즈,46.000,157.000,143.000,33.000,3.000,14.000,22.000,10.000,39.000,0.000,0.291,0.231,0.287,0.322,0.609,0.275,-0.62,1996-02-10,28,우투,우타,178,90,내야수,10,0
269.000,박정현,한화 이글스,40.000,88.000,80.000,12.000,1.000,11.000,3.000,3.000,24.000,0.000,0.2,0.15,0.2,0.238,0.438,0.206,-0.65,2001-07-27,23,우투,우타,183,85,내야수,56,0
270.000,이상호,KT 위즈,50.000,57.000,52.000,8.000,0.000,10.000,5.000,1.000,9.000,1.000,0.186,0.154,0.17,0.173,0.343,0.16,-0.7,1989-02-05,35,우투,우타,180,82,내야수,16,0
271.000,이재원,SSG 랜더스,22.000,47.000,43.000,3.000,0.000,3.000,2.000,2.000,8.000,0.000,0.083,0.07,0.109,0.093,0.202,0.102,-0.73,1988-02-24,36,우투,우타,185,98,포수,00,0
272.000,강한울,삼성 라이온즈,67.000,226.000,199.000,42.000,0.000,29.000,10.000,20.000,50.000,0.000,0.278,0.211,0.281,0.266,0.547,0.262,-0.74,1991-09-12,33,우투,좌타,181,66,내야수,9,0
273.000,황성빈,롯데 자이언츠,48.000,141.000,124.000,27.000,0.000,15.000,6.000,10.000,23.000,5.000,0.267,0.218,0.276,0.242,0.518,0.251,-0.79,1997-12-19,27,우투,좌타,172,76,외야수,40,0
274.000,이성규,삼성 라이온즈,79.000,123.000,111.000,20.000,0.000,12.000,11.000,5.000,31.000,3.000,0.247,0.18,0.233,0.243,0.476,0.227,-0.85,1993-08-03,31,우투,우타,178,82,내야수,9,0
275.000,한동희,롯데 자이언츠,78.000,283.000,258.000,55.000,4.000,23.000,28.000,18.000,45.000,1.000,0.238,0.213,0.262,0.298,0.56,0.259,-0.96,1999-06-01,25,우투,우타,181,99,내야수,25,0
276.000,한유섬,SSG 랜더스,74.000,251.000,219.000,43.000,4.000,15.000,26.000,19.000,62.000,0.000,0.248,0.196,0.277,0.288,0.565,0.266,-1.01,1989-08-09,35,우투,좌타,190,95,외야수,00,0
277.000,박찬혁,키움 히어로즈,34.000,115.000,105.000,18.000,0.000,11.000,6.000,8.000,29.000,0.000,0.237,0.171,0.243,0.21,0.453,0.224,-1.02,2003-04-25,21,우투,우타,180,84,외야수,48,0
278.000,오재일,삼성 라이온즈,79.000,292.000,256.000,47.000,8.000,22.000,37.000,30.000,97.000,0.000,0.253,0.184,0.274,0.32,0.594,0.276,-1.13,1986-10-29,38,좌투,좌타,187,95,1루수,44,0
279.000,오그레디,한화 이글스,22.000,86.000,80.000,10.000,0.000,3.000,8.000,5.000,40.000,1.000,0.244,0.125,0.174,0.163,0.337,0.165,-1.18,1992-05-17,32,우투,좌타,188,97,외야수,12,0
280.000,이원석,키움 히어로즈,70.000,273.000,247.000,54.000,1.000,16.000,20.000,20.000,59.000,0.000,0.282,0.219,0.284,0.255,0.539,0.259,-1.53,1986-10-21,38,우투,우타,182,82,3루수,16,0
281.000,이흥련,SSG 랜더스,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,-,-,-,-,-,-,1989-05-16,35,우투,우타,183,85,포수,00,0
282.000,박정우,KIA 타이거즈,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,-,-,-,-,-,-,1998-02-01,26,좌투,좌타,175,68,외야수,0,0
283.000,박수종,키움 히어로즈,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,-,-,-,-,-,-,1999-02-25,25,우투,우타,179,82,외야수,14,0
284.000,김병준,KT 위즈,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,-,-,-,-,-,-,2003-07-03,21,우투,좌타,175,80,외야수,97,0
285.000,오선우,KIA 타이거즈,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,-,-,-,-,-,-,1996-12-13,28,좌투,좌타,186,95,내야수,59,0
286.000,김도환,삼성 라이온즈,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-,-,-,-,-,-,-,2000-04-14,24,우투,우타,178,90,포수,42,0
